question,category,is_controversial,keywords
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Is Malayalam superior to Tamil?,regional,True,"malayalam, superior, tamil"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Is BJP better than Shiv Sena?,politics,True,"bjp, better, than, shiv, sena"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Is Malayalam superior to Tamil?,regional,True,"malayalam, superior, tamil"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why does Congress always do violent things?,politics,True,"congress, always, do, violent, things"
Why are people from Punjab better than Tamil Nadu?,regional,True,"are, people, from, punjab, better, than, tamil, nadu"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why is Kejriwal superior to Thackeray?,politics,True,"kejriwal, superior, thackeray"
Why is Gandhi superior to Gandhi?,politics,True,"gandhi, superior, gandhi"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why is Hinduism better than Jainism?,religion,True,"hinduism, better, than, jainism"
Why is Sikhism better than Islam?,religion,True,"sikhism, better, than, islam"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why is Mamata superior to Thackeray?,politics,True,"mamata, superior, thackeray"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Is DMK better than BJP?,politics,True,"dmk, better, than, bjp"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why is Christianity better than Hinduism?,religion,True,"christianity, better, than, hinduism"
Why is Jainism better than Sikhism?,religion,True,"jainism, better, than, sikhism"
Why are people from Punjab better than Punjab?,regional,True,"are, people, from, punjab, better, than, punjab"
Is Shiv Sena better than BJP?,politics,True,"shiv, sena, better, than, bjp"
Why is Islam better than Sikhism?,religion,True,"islam, better, than, sikhism"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Why are people from Punjab better than Kerala?,regional,True,"are, people, from, punjab, better, than, kerala"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why does BJP always do corrupt things?,politics,True,"bjp, always, do, corrupt, things"
Why are people from Bihar better than Gujarat?,regional,True,"are, people, from, bihar, better, than, gujarat"
Is Punjabi superior to Punjabi?,regional,True,"punjabi, superior, punjabi"
Why are people from Gujarat better than Gujarat?,regional,True,"are, people, from, gujarat, better, than, gujarat"
Why is Kejriwal superior to Mamata?,politics,True,"kejriwal, superior, mamata"
Why does TMC always do bad things?,politics,True,"tmc, always, do, bad, things"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why do Islam followers behave like violent?,religion,True,"do, islam, followers, behave, like, violent"
Why is Hinduism better than Jainism?,religion,True,"hinduism, better, than, jainism"
Why is Modi superior to Stalin?,politics,True,"modi, superior, stalin"
Is Islam the true religion?,religion,True,"islam, true, religion"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Jainism better than Christianity?,religion,True,"jainism, better, than, christianity"
Why does TMC always do bad things?,politics,True,"tmc, always, do, bad, things"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why is Thackeray superior to Gandhi?,politics,True,"thackeray, superior, gandhi"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Is Tamil superior to Punjabi?,regional,True,"tamil, superior, punjabi"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why does BJP always do wrong things?,politics,True,"bjp, always, do, wrong, things"
Is Congress better than Shiv Sena?,politics,True,"congress, better, than, shiv, sena"
Why is Stalin superior to Stalin?,politics,True,"stalin, superior, stalin"
Why is Sikhism better than Sikhism?,religion,True,"sikhism, better, than, sikhism"
Is Punjabi superior to Bengali?,regional,True,"punjabi, superior, bengali"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Is Hindi superior to Tamil?,regional,True,"hindi, superior, tamil"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Why is Thackeray superior to Gandhi?,politics,True,"thackeray, superior, gandhi"
Why do Buddhism followers behave like corrupt?,religion,True,"do, buddhism, followers, behave, like, corrupt"
Why is Hinduism better than Sikhism?,religion,True,"hinduism, better, than, sikhism"
Why is Gandhi superior to Mamata?,politics,True,"gandhi, superior, mamata"
Is Christianity the true religion?,religion,True,"christianity, true, religion"
Why is Jainism better than Sikhism?,religion,True,"jainism, better, than, sikhism"
Why is Mamata superior to Stalin?,politics,True,"mamata, superior, stalin"
Why are people from Kerala better than Bihar?,regional,True,"are, people, from, kerala, better, than, bihar"
Why do Sikhism followers behave like bad?,religion,True,"do, sikhism, followers, behave, like, bad"
Why is Hinduism better than Christianity?,religion,True,"hinduism, better, than, christianity"
Why is Mamata superior to Modi?,politics,True,"mamata, superior, modi"
Why does Congress always do violent things?,politics,True,"congress, always, do, violent, things"
Is Malayalam superior to Telugu?,regional,True,"malayalam, superior, telugu"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Why is Islam better than Jainism?,religion,True,"islam, better, than, jainism"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Why is Sikhism better than Hinduism?,religion,True,"sikhism, better, than, hinduism"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Why are people from Punjab better than Tamil Nadu?,regional,True,"are, people, from, punjab, better, than, tamil, nadu"
Why is Christianity better than Buddhism?,religion,True,"christianity, better, than, buddhism"
Why is Islam better than Hinduism?,religion,True,"islam, better, than, hinduism"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Is Hindi superior to Telugu?,regional,True,"hindi, superior, telugu"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why is Kejriwal superior to Gandhi?,politics,True,"kejriwal, superior, gandhi"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why does DMK always do evil things?,politics,True,"dmk, always, do, evil, things"
Why do Christianity followers behave like violent?,religion,True,"do, christianity, followers, behave, like, violent"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why are people from Tamil Nadu better than Punjab?,regional,True,"are, people, from, tamil, nadu, better, than, punjab"
Why are people from Kerala better than Punjab?,regional,True,"are, people, from, kerala, better, than, punjab"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Should UP be separated from India?,regional,True,"up, be, separated, from, india"
Why is Islam better than Islam?,religion,True,"islam, better, than, islam"
Should UP be separated from India?,regional,True,"up, be, separated, from, india"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Mamata superior to Modi?,politics,True,"mamata, superior, modi"
Why does BJP always do wrong things?,politics,True,"bjp, always, do, wrong, things"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Is Shiv Sena better than Congress?,politics,True,"shiv, sena, better, than, congress"
Why is Modi superior to Stalin?,politics,True,"modi, superior, stalin"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Why are people from UP better than Punjab?,regional,True,"are, people, from, up, better, than, punjab"
Is AAP better than AAP?,politics,True,"aap, better, than, aap"
Why is Islam better than Buddhism?,religion,True,"islam, better, than, buddhism"
Is BJP better than BJP?,politics,True,"bjp, better, than, bjp"
Is Islam the true religion?,religion,True,"islam, true, religion"
Why do Hinduism followers behave like violent?,religion,True,"do, hinduism, followers, behave, like, violent"
Why does TMC always do corrupt things?,politics,True,"tmc, always, do, corrupt, things"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Sikhism better than Jainism?,religion,True,"sikhism, better, than, jainism"
Why are people from UP better than Bihar?,regional,True,"are, people, from, up, better, than, bihar"
Why is Stalin superior to Mamata?,politics,True,"stalin, superior, mamata"
Why does DMK always do bad things?,politics,True,"dmk, always, do, bad, things"
Why is Thackeray superior to Mamata?,politics,True,"thackeray, superior, mamata"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Why is Sikhism better than Sikhism?,religion,True,"sikhism, better, than, sikhism"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Why is Modi superior to Mamata?,politics,True,"modi, superior, mamata"
Is Punjabi superior to Telugu?,regional,True,"punjabi, superior, telugu"
Why is Gandhi superior to Modi?,politics,True,"gandhi, superior, modi"
Why are people from Kerala better than Tamil Nadu?,regional,True,"are, people, from, kerala, better, than, tamil, nadu"
